Transaction_ID,Date_Clean,Month,Week,Customer_ID,Product_Category,Product_Name,Price_Clean,Quantity,Revenue,Payment_Status,Date_OutOfRange,Return_ID,Tx_ID_Clean,Return_Date,Refund_Amount,Status,ID_Matched,Had_Return,Ticket_Count,Last_Ticket_Date,Ticket_Subjects,Had_Ticket,Category_Return_Rate,Return_Signal,Dominant_Category,Avg_Sentiment_Score,High_Urgency_Count,Sentiment,Sentiment_Score,Problem_Category,Top_Theme,Urgency
101141,2023-12-01,December,48,C0038,Accessories,Accessory Bundle,55.24,3,165.72,Paid,False,,,,,,,False,1,2023-11-29,App cannot connect to WiFi,True,0.017937219730941704,🟢 Green,Product_Defect,-0.7,1.0,Negative,-0.7,Product_Defect,App connection failure,High
100891,2023-12-09,December,49,C0008,Smart Home,NordLock Pro,212.31,2,424.62,Paid,False,,,,,,,False,5,2023-12-21,Refund for my purchase | Battery dies in 2 days | Can't connect the app | Battery problem with my lock | NordLock Pro battery drains fast,True,0.08076923076923077,🟡 Amber,Product_Defect,-0.78,4.0,Negative,-0.8,Returns,Product not working,Medium
101188,2023-12-10,December,49,C0062,Accessories,Wireless Mouse,32.09,1,32.09,Paid,False,,,,,,,False,1,2023-12-08,NordLock Pro pairing issue,True,0.017937219730941704,🟢 Green,Product_Defect,-0.6,1.0,Negative,-0.6,Product_Defect,App connectivity issue,High
100096,2023-11-18,November,46,C0001,Electronics,NoiseCancel Headphones,166.52,1,166.52,Paid,False,,,,,,,False,3,2023-12-21,Battery dies in 2 days | Tracking shows no updates,True,0.024291497975708502,🟢 Green,Product_Defect,-0.7666666666666666,2.0,Negative,-0.8,Product_Defect,Battery drains quickly,High
100880,2023-12-09,December,49,C0001,Smart Home,NordLock Pro,231.5,1,231.5,Paid,False,,,,,,,False,3,2023-12-21,Battery dies in 2 days | Tracking shows no updates,True,0.08076923076923077,🟡 Amber,Product_Defect,-0.7666666666666666,2.0,Negative,-0.8,Product_Defect,Battery drains quickly,High
100070,2023-11-17,November,46,C0124,Accessories,Accessory Bundle,86.79,1,86.79,Paid,False,,,,,,,False,1,2023-12-07,Return request,True,0.017937219730941704,🟢 Green,Returns,-0.8,0.0,Negative,-0.8,Returns,Product not working,Medium
100797,2023-12-07,December,49,C0097,Electronics,Tablet A,583.65,1,583.65,Paid,False,,,,,,,False,2,2023-12-06,Tracking shows no updates | Product defective,True,0.024291497975708502,🟢 Green,Delivery,-0.65,0.0,Negative,-0.5,Delivery,Delayed delivery,Medium
100721,2023-12-06,December,49,C0085,Smart Home,NordLock Pro,200.26,1,200.26,Paid,False,,,,,,,False,6,2023-12-19,Battery problem with my lock | Product defective | Battery dies in 2 days | Can't open the door | Can't connect the app | Return request,True,0.08076923076923077,🟡 Amber,Product_Defect,-0.75,4.0,Negative,-0.8,Product_Defect,Battery drains quickly,Medium
100796,2023-12-07,December,49,C0145,Accessories,Wireless Mouse,43.57,1,43.57,Paid,False,,,,,,,False,3,2023-12-08,Tracking shows no updates | Not working as expected,True,0.017937219730941704,🟢 Green,Delivery,-0.6499999999999999,1.0,Negative,-0.6,Delivery,Delayed order,Medium
100353,2023-11-28,November,48,C0010,Electronics,NoiseCancel Headphones,297.95,1,297.95,Failed,False,,,,,,,False,7,2023-12-20,Battery dies in 2 days | Tracking shows no updates | Very disappointed | Return request | App cannot connect to WiFi | NordLock Pro won't unlock,True,0.024291497975708502,🟢 Green,Product_Defect,-0.75,4.0,Negative,-0.8,Product_Defect,Smart lock battery issue,High
100352,2023-11-28,November,48,C0013,Electronics,Laptop X,1343.0,1,1343.0,Paid,False,,,,,,,False,7,2023-12-19,Where is my order? | Delivery delay | Tracking shows no updates | NordLock Pro battery drains fast | NordLock Pro won't unlock,True,0.024291497975708502,🟢 Green,Delivery,-0.7833333333333333,3.0,Negative,-0.6,Delivery,Delayed delivery with no updates,Medium
100551,2023-12-02,December,48,C0200,Electronics,Tablet A,445.23,1,445.23,Paid,False,,,,,,,False,3,2023-12-18,Return request | Delivery delay | I want a refund,True,0.024291497975708502,🟢 Green,Product_Defect,-0.6666666666666666,0.0,Negative,-0.7,Product_Defect,Defective product refund,Medium
100404,2023-11-29,November,48,C0017,Smart Home,NordTherm,83.85,1,83.85,Paid,False,,,,,,,False,7,2023-12-19,NordLock Pro pairing issue | Can't open the door | Delivery delay | Tracking shows no updates,True,0.08076923076923077,🟡 Amber,Delivery,-0.6833333333333332,3.0,Negative,-0.7,Product_Defect,App connection failure,High
100715,2023-12-06,December,49,C0002,Electronics,NoiseCancel Headphones,330.75,1,330.75,Paid,False,,,,,,,False,2,2023-12-11,Delivery delay | Can't connect the app,True,0.024291497975708502,🟢 Green,Delivery,-0.75,1.0,Negative,-0.7,Delivery,Late delivery,Medium
100170,2023-11-22,November,47,C0199,Electronics,TV Pro,1050.2,1,1050.2,Failed,False,,,,,,,False,5,2023-12-17,Can't connect the app | Battery problem with my lock | NordLock Pro battery drains fast | Delivery delay | Battery dies in 2 days,True,0.024291497975708502,🟢 Green,Product_Defect,-0.74,3.0,Negative,-0.8,Product_Defect,App connection failure,High
100431,2023-11-29,November,48,C0310,Smart Home,NordLock Pro,193.31,1,193.31,Paid,False,,,,,,,False,0,,,False,0.08076923076923077,🟡 Amber,,,,,,,,
100608,2023-12-04,December,49,C0024,Smart Home,NordTherm,81.21,1,81.21,Paid,False,,,,,,,False,2,2023-12-09,Very disappointed,True,0.08076923076923077,🟡 Amber,Product_Defect,-0.8,1.0,Negative,-0.8,Product_Defect,Product not working,High
100648,2023-12-05,December,49,C0024,Electronics,Smartphone Z,834.38,1,834.38,Paid,False,,,,,,,False,2,2023-12-09,Very disappointed,True,0.024291497975708502,🟢 Green,Product_Defect,-0.8,1.0,Negative,-0.8,Product_Defect,Product not working,High
100623,2023-12-04,December,49,C0002,Accessories,Laptop Sleeve,43.96,2,87.92,Paid,False,,,,,,,False,2,2023-12-11,Delivery delay | Can't connect the app,True,0.017937219730941704,🟢 Green,Delivery,-0.75,1.0,Negative,-0.7,Delivery,Late delivery,Medium
100341,2023-11-27,November,48,C0006,Electronics,NoiseCancel Headphones,300.7,2,601.4,Paid,False,,,,,,,False,4,2023-12-13,Very disappointed | Return request | NordLock Pro pairing issue | Where is my order?,True,0.024291497975708502,🟢 Green,Product_Defect,-0.75,2.0,Negative,-0.8,Product_Defect,Defective product,High
100742,2023-12-07,December,49,C0001,Accessories,USB-C Cable,10.69,4,42.76,Paid,False,,,,,,,False,3,2023-12-21,Battery dies in 2 days | Tracking shows no updates,True,0.017937219730941704,🟢 Green,Product_Defect,-0.7666666666666666,2.0,Negative,-0.8,Product_Defect,Battery drains quickly,High
100873,2023-12-09,December,49,C0004,Electronics,Smartphone Z,863.18,1,863.18,Paid,False,,,,,,,False,5,2023-12-20,NordLock Pro pairing issue | Can't open the door | Delivery delay | Return request | Battery problem with my lock,True,0.024291497975708502,🟢 Green,Product_Defect,-0.76,3.0,Negative,-0.8,Product_Defect,App connectivity issue,High
100078,2023-11-18,November,46,C0007,Electronics,Tablet A,527.12,1,527.12,Paid,False,,,,,,,False,0,,,False,0.024291497975708502,🟢 Green,,,,,,,,
101143,2023-12-10,December,49,C0001,Electronics,TV Pro,970.6,1,970.6,Paid,False,,,,,,,False,3,2023-12-21,Battery dies in 2 days | Tracking shows no updates,True,0.024291497975708502,🟢 Green,Product_Defect,-0.7666666666666666,2.0,Negative,-0.8,Product_Defect,Battery drains quickly,High
100910,2023-12-10,December,49,C0006,Smart Home,NordLock Pro,181.92,1,181.92,Failed,False,,,,,,,False,4,2023-12-13,Very disappointed | Return request | NordLock Pro pairing issue | Where is my order?,True,0.08076923076923077,🟡 Amber,Product_Defect,-0.75,2.0,Negative,-0.8,Product_Defect,Defective product,High
100432,2023-11-29,November,48,C0006,Smart Home,NordLock Pro,187.29,1,187.29,Failed,False,,,,,,,False,4,2023-12-13,Very disappointed | Return request | NordLock Pro pairing issue | Where is my order?,True,0.08076923076923077,🟡 Amber,Product_Defect,-0.75,2.0,Negative,-0.8,Product_Defect,Defective product,High
100272,2023-11-25,November,47,C0003,Electronics,TV Pro,1118.62,1,1118.62,Paid,False,,,,,,,False,3,2023-12-21,NordLock Pro battery drains fast | Not working as expected | Locked out of my home,True,0.024291497975708502,🟢 Green,Product_Defect,-0.8333333333333334,3.0,Negative,-0.8,Product_Defect,Product failure,High
100081,2023-11-18,November,46,C0091,Electronics,Tablet A,372.51,1,372.51,Paid,False,,,,,,,False,0,,,False,0.024291497975708502,🟢 Green,,,,,,,,
100280,2023-11-25,November,47,C0002,Accessories,Charger,39.36,1,39.36,Paid,False,,,,,,,False,2,2023-12-11,Delivery delay | Can't connect the app,True,0.017937219730941704,🟢 Green,Delivery,-0.75,1.0,Negative,-0.7,Delivery,Late delivery,Medium
100837,2023-12-08,December,49,C0006,Electronics,Tablet A,702.29,1,702.29,Paid,False,,,,,,,False,4,2023-12-13,Very disappointed | Return request | NordLock Pro pairing issue | Where is my order?,True,0.024291497975708502,🟢 Green,Product_Defect,-0.75,2.0,Negative,-0.8,Product_Defect,Defective product,High
100506,2023-12-01,December,48,C0057,Accessories,Screen Protector,7.12,1,7.12,Paid,False,,,,,,,False,5,2023-12-21,Refund for my purchase | Product defective | Battery dies in 2 days | Locked out of my home | Where is my order?,True,0.017937219730941704,🟢 Green,Product_Defect,-0.64,1.0,Negative,-0.7,Returns,Product not working,Medium
100364,2023-11-28,November,48,C0003,Electronics,TV Pro,1094.93,1,1094.93,Paid,False,,,,,,,False,3,2023-12-21,NordLock Pro battery drains fast | Not working as expected | Locked out of my home,True,0.024291497975708502,🟢 Green,Product_Defect,-0.8333333333333334,3.0,Negative,-0.8,Product_Defect,Product failure,High
101173,2023-12-07,December,49,C0002,Electronics,Tablet A,636.8,1,636.8,Paid,False,,,,,,,False,2,2023-12-11,Delivery delay | Can't connect the app,True,0.024291497975708502,🟢 Green,Delivery,-0.75,1.0,Negative,-0.7,Delivery,Late delivery,Medium
100612,2023-12-04,December,49,C0052,Accessories,Charger,35.09,3,105.27000000000001,Pending,False,,,,,,,False,4,2023-12-20,Battery dies in 2 days | Battery problem with my lock | NordLock Pro battery drains fast,True,0.017937219730941704,🟢 Green,Product_Defect,-0.8,3.0,Negative,-0.8,Product_Defect,Smart lock battery issue,High
100040,2023-11-16,November,46,C0238,Electronics,Laptop X,1653.4,1,1653.4,Paid,False,,,,,,,False,2,2023-12-12,Tracking shows no updates | I want a refund,True,0.024291497975708502,🟢 Green,Delivery,-0.6,0.0,Negative,-0.5,Delivery,"Delayed delivery, no updates",Medium
101085,2023-12-13,December,50,C0038,Smart Home,NordCam Mini,91.86,2,183.72,Paid,False,,,,,,,False,1,2023-11-29,App cannot connect to WiFi,True,0.08076923076923077,🟡 Amber,Product_Defect,-0.7,1.0,Negative,-0.7,Product_Defect,App connection failure,High
100412,2023-11-29,November,48,C0053,Electronics,TV Pro,1261.41,1,1261.41,Paid,False,,,,,,,False,0,,,False,0.024291497975708502,🟢 Green,,,,,,,,
100278,2023-11-25,November,47,C0181,Smart Home,NordLock Pro,247.91,1,247.91,Paid,False,,,,,,,False,0,,,False,0.08076923076923077,🟡 Amber,,,,,,,,
101101,2023-12-14,December,50,C0004,Smart Home,NordLock Pro,211.15,1,211.15,Paid,False,,,,,,,False,5,2023-12-20,NordLock Pro pairing issue | Can't open the door | Delivery delay | Return request | Battery problem with my lock,True,0.08076923076923077,🟡 Amber,Product_Defect,-0.76,3.0,Negative,-0.8,Product_Defect,App connectivity issue,High
100565,2023-12-03,December,48,C0005,Smart Home,NordLock Pro,185.0,1,185.0,Paid,False,,,,,,,False,4,2023-12-18,Return request | Locked out of my home | Not working as expected | Battery dies in 2 days,True,0.08076923076923077,🟡 Amber,Product_Defect,-0.775,2.0,Negative,-0.6,Returns,Product not as described,Medium
100827,2023-12-08,December,49,C0013,Electronics,Tablet A,665.07,1,665.07,Paid,False,R000002,100827.0,2023-12-20,665.07,Processed,True,True,7,2023-12-19,Where is my order? | Delivery delay | Tracking shows no updates | NordLock Pro battery drains fast | NordLock Pro won't unlock,True,0.024291497975708502,🟢 Green,Delivery,-0.7833333333333333,3.0,Negative,-0.6,Delivery,Delayed delivery with no updates,Medium
100561,2023-12-03,December,48,C0002,Electronics,Tablet A,771.78,1,771.78,Paid,False,,,,,,,False,2,2023-12-11,Delivery delay | Can't connect the app,True,0.024291497975708502,🟢 Green,Delivery,-0.75,1.0,Negative,-0.7,Delivery,Late delivery,Medium
101183,2023-11-21,November,47,C0170,Accessories,Charger,30.35,2,60.7,Paid,False,,,,,,,False,0,,,False,0.017937219730941704,🟢 Green,,,,,,,,
100426,2023-11-29,November,48,C0031,Accessories,Screen Protector,8.99,2,17.98,Failed,False,,,,,,,False,5,2023-12-19,Product defective | Battery dies in 2 days | NordLock Pro battery drains fast | Return request | Delivery delay,True,0.017937219730941704,🟢 Green,Product_Defect,-0.76,2.0,Negative,-0.8,Product_Defect,Broken product,High
100345,2023-11-27,November,48,C0250,Electronics,TV Pro,1536.64,1,1536.64,Paid,False,,,,,,,False,0,,,False,0.024291497975708502,🟢 Green,,,,,,,,
100998,2023-12-12,December,50,C0001,Accessories,Laptop Sleeve,23.36,1,23.36,Failed,False,,,,,,,False,3,2023-12-21,Battery dies in 2 days | Tracking shows no updates,True,0.017937219730941704,🟢 Green,Product_Defect,-0.7666666666666666,2.0,Negative,-0.8,Product_Defect,Battery drains quickly,High
101047,2023-12-13,December,50,C0023,Electronics,Tablet A,441.24,1,441.24,Paid,False,,,,,,,False,3,2023-12-11,Product defective | Tracking shows no updates | Battery problem with my lock,True,0.024291497975708502,🟢 Green,Product_Defect,-0.7333333333333334,2.0,Negative,-0.8,Product_Defect,Product not working,High
100471,2023-11-30,November,48,C0019,Smart Home,NordLock Pro,180.99,1,180.99,Paid,False,,,,,,,False,3,2023-12-13,Very disappointed | App cannot connect to WiFi,True,0.08076923076923077,🟡 Amber,Product_Defect,-0.7333333333333334,1.0,Negative,-0.8,Product_Defect,Broken product,Medium
100303,2023-11-26,November,47,C0003,Smart Home,NordLock Pro,224.82,1,224.82,Paid,False,,,,,,,False,3,2023-12-21,NordLock Pro battery drains fast | Not working as expected | Locked out of my home,True,0.08076923076923077,🟡 Amber,Product_Defect,-0.8333333333333334,3.0,Negative,-0.8,Product_Defect,Product failure,High
101002,2023-12-12,December,50,C0008,Electronics,Tablet A,318.91,1,318.91,Paid,False,,,,,,,False,5,2023-12-21,Refund for my purchase | Battery dies in 2 days | Can't connect the app | Battery problem with my lock | NordLock Pro battery drains fast,True,0.024291497975708502,🟢 Green,Product_Defect,-0.78,4.0,Negative,-0.8,Returns,Product not working,Medium
100570,2023-12-03,December,48,C0001,Accessories,Laptop Sleeve,19.23,1,19.23,Paid,False,,,,,,,False,3,2023-12-21,Battery dies in 2 days | Tracking shows no updates,True,0.017937219730941704,🟢 Green,Product_Defect,-0.7666666666666666,2.0,Negative,-0.8,Product_Defect,Battery drains quickly,High
100058,2023-11-17,November,46,C0031,Electronics,TV Pro,914.97,1,914.97,Paid,False,,,,,,,False,5,2023-12-19,Product defective | Battery dies in 2 days | NordLock Pro battery drains fast | Return request | Delivery delay,True,0.024291497975708502,🟢 Green,Product_Defect,-0.76,2.0,Negative,-0.8,Product_Defect,Broken product,High
100395,2023-11-29,November,48,C0169,Electronics,NoiseCancel Headphones,180.76,1,180.76,Paid,False,,,,,,,False,1,2023-11-28,Where is my order?,True,0.024291497975708502,🟢 Green,Delivery,-0.6,0.0,Negative,-0.6,Delivery,Delivery delay,Medium
100093,2023-11-18,November,46,C0004,Electronics,Smartphone Z,894.13,1,894.13,Paid,False,,,,,,,False,5,2023-12-20,NordLock Pro pairing issue | Can't open the door | Delivery delay | Return request | Battery problem with my lock,True,0.024291497975708502,🟢 Green,Product_Defect,-0.76,3.0,Negative,-0.8,Product_Defect,App connectivity issue,High
100798,2023-12-08,December,49,C0004,Accessories,Laptop Sleeve,41.56,1,41.56,Paid,False,,,,,,,False,5,2023-12-20,NordLock Pro pairing issue | Can't open the door | Delivery delay | Return request | Battery problem with my lock,True,0.017937219730941704,🟢 Green,Product_Defect,-0.76,3.0,Negative,-0.8,Product_Defect,App connectivity issue,High
100573,2023-12-03,December,48,C0008,Electronics,Laptop X,1597.38,1,1597.38,Paid,False,,,,,,,False,5,2023-12-21,Refund for my purchase | Battery dies in 2 days | Can't connect the app | Battery problem with my lock | NordLock Pro battery drains fast,True,0.024291497975708502,🟢 Green,Product_Defect,-0.78,4.0,Negative,-0.8,Returns,Product not working,Medium
100484,2023-12-01,December,48,C0137,Smart Home,NordCam Mini,80.0,1,80.0,Paid,False,,,,,,,False,2,2023-12-10,Where is my order? | Can't open the door,True,0.08076923076923077,🟡 Amber,Account,-0.7,1.0,Negative,-0.6,Delivery,Late delivery,Medium
100261,2023-11-25,November,47,C0010,Electronics,NoiseCancel Headphones,258.75,1,258.75,Paid,False,R000003,100261.0,2023-12-07,258.75,Processed,True,True,7,2023-12-20,Battery dies in 2 days | Tracking shows no updates | Very disappointed | Return request | App cannot connect to WiFi | NordLock Pro won't unlock,True,0.024291497975708502,🟢 Green,Product_Defect,-0.75,4.0,Negative,-0.8,Product_Defect,Smart lock battery issue,High
100084,2023-11-18,November,46,C0001,Accessories,Wireless Mouse,56.31,1,56.31,Paid,False,,,,,,,False,3,2023-12-21,Battery dies in 2 days | Tracking shows no updates,True,0.017937219730941704,🟢 Green,Product_Defect,-0.7666666666666666,2.0,Negative,-0.8,Product_Defect,Battery drains quickly,High
